week_date,region,platform,segment,customer_type,transaction,sales
22-06-2020,EUROPE,Retail,C2,New,2794,110201
22-06-2020,CANADA,Retail,F2,New,16745,602021
22-06-2020,USA,Retail,C3,Existing,103084,5870994
22-06-2020,OCEANIA,Shopify,F3,Existing,3665,742634
22-06-2020,USA,Retail,F1,New,10864,434808
22-06-2020,OCEANIA,Retail,C2,New,101603,2780044
22-06-2020,ASIA,Retail,C2,New,80653,2159960
22-06-2020,ASIA,Shopify,null,Guest,4731,802181
22-06-2020,OCEANIA,Retail,C3,New,143841,4623876
22-06-2020,OCEANIA,Shopify,F3,New,160,26612
22-06-2020,OCEANIA,Shopify,F1,Existing,4290,790128
22-06-2020,EUROPE,Retail,F1,New,943,41141
22-06-2020,ASIA,Shopify,C4,New,43,6121
22-06-2020,SOUTH AMERICA,Shopify,C1,New,18,2224
22-06-2020,CANADA,Shopify,F2,New,77,11445
22-06-2020,USA,Shopify,null,Existing,132,23548
22-06-2020,ASIA,Shopify,F1,New,152,18256
22-06-2020,ASIA,Shopify,null,New,269,41314
22-06-2020,EUROPE,Shopify,F1,Existing,152,33053
22-06-2020,EUROPE,Retail,null,Existing,2556,123662
22-06-2020,USA,Shopify,C2,Existing,1313,251028
22-06-2020,AFRICA,Retail,C3,New,106106,3755213
22-06-2020,SOUTH AMERICA,Retail,F3,New,302,11832
22-06-2020,USA,Shopify,C4,New,17,2353
22-06-2020,AFRICA,Retail,C2,New,53823,1645958
22-06-2020,ASIA,Retail,F3,New,81692,2538165
22-06-2020,AFRICA,Shopify,C3,New,277,42700
22-06-2020,ASIA,Retail,C2,Existing,124576,4749717
22-06-2020,EUROPE,Shopify,C3,New,10,2889
22-06-2020,USA,Retail,C2,Existing,42233,2114099
22-06-2020,AFRICA,Retail,null,Existing,29173,1280621
22-06-2020,USA,Shopify,C4,Existing,171,31912
22-06-2020,OCEANIA,Retail,F2,New,83503,2848367
22-06-2020,AFRICA,Shopify,null,Existing,294,53989
22-06-2020,CANADA,Shopify,C2,New,82,11169
22-06-2020,EUROPE,Shopify,F3,Existing,106,25912
22-06-2020,USA,Retail,F3,Existing,139327,8454874
22-06-2020,SOUTH AMERICA,Retail,F3,Existing,1346,66085
22-06-2020,CANADA,Shopify,F3,Existing,643,124844
22-06-2020,ASIA,Shopify,F3,Existing,1589,306177
22-06-2020,OCEANIA,Shopify,F1,New,277,39105
22-06-2020,AFRICA,Shopify,F3,Existing,2132,433866
22-06-2020,EUROPE,Retail,null,Guest,107449,3685864
22-06-2020,CANADA,Shopify,F3,New,24,3235
22-06-2020,SOUTH AMERICA,Shopify,C2,New,44,8112
22-06-2020,EUROPE,Shopify,F3,New,2,460
22-06-2020,USA,Retail,null,Guest,556769,17475466
22-06-2020,AFRICA,Shopify,C2,Existing,2304,425159
22-06-2020,AFRICA,Retail,null,Guest,1619943,46548966
22-06-2020,CANADA,Shopify,F2,Existing,1376,249388
22-06-2020,USA,Retail,F2,Existing,92530,5338752
22-06-2020,USA,Shopify,C1,Existing,717,125293
22-06-2020,CANADA,Shopify,C1,Existing,552,86670
22-06-2020,OCEANIA,Shopify,F2,Existing,6495,1280381
22-06-2020,USA,Retail,C2,New,24706,889002
22-06-2020,ASIA,Retail,F2,Existing,208352,9964700
22-06-2020,USA,Shopify,F2,New,135,22528
22-06-2020,CANADA,Retail,null,Guest,408450,11567284
22-06-2020,AFRICA,Retail,F1,New,20989,751926
22-06-2020,OCEANIA,Retail,null,Guest,2496984,66049652
22-06-2020,ASIA,Shopify,F1,Existing,1929,329532
22-06-2020,SOUTH AMERICA,Retail,null,Existing,193,7612
22-06-2020,SOUTH AMERICA,Retail,C1,New,2282,48496
22-06-2020,SOUTH AMERICA,Retail,C1,Existing,2928,83007
22-06-2020,OCEANIA,Retail,F2,Existing,341906,17876981
22-06-2020,OCEANIA,Shopify,C1,Existing,2613,439785
22-06-2020,EUROPE,Shopify,F2,Existing,198,42418
22-06-2020,OCEANIA,Shopify,C2,Existing,4369,807015
22-06-2020,USA,Shopify,F1,Existing,1367,252312
22-06-2020,SOUTH AMERICA,Retail,C2,New,832,29199
22-06-2020,CANADA,Retail,F3,New,17872,631199
22-06-2020,SOUTH AMERICA,Shopify,F3,Existing,33,8622
22-06-2020,SOUTH AMERICA,Retail,C2,Existing,896,37370
22-06-2020,CANADA,Retail,F3,Existing,92742,5255765
22-06-2020,ASIA,Retail,F1,New,28341,934219
22-06-2020,ASIA,Retail,null,Guest,1960891,49446341
22-06-2020,ASIA,Retail,C1,Existing,174043,5765453
22-06-2020,AFRICA,Retail,null,New,51834,2034364
22-06-2020,OCEANIA,Shopify,F2,New,368,59421
22-06-2020,AFRICA,Shopify,C4,Existing,397,72803
22-06-2020,OCEANIA,Shopify,C3,Existing,4380,873151
22-06-2020,SOUTH AMERICA,Retail,F2,New,353,14892
22-06-2020,EUROPE,Shopify,F2,New,7,2112
22-06-2020,AFRICA,Shopify,F2,Existing,4117,781231
22-06-2020,CANADA,Shopify,C2,Existing,700,123993
22-06-2020,EUROPE,Shopify,C2,Existing,180,52213
22-06-2020,OCEANIA,Shopify,C4,New,89,13255
22-06-2020,SOUTH AMERICA,Retail,F1,Existing,765,32201
22-06-2020,CANADA,Retail,F2,Existing,60742,3366957
22-06-2020,SOUTH AMERICA,Retail,C4,New,209,7764
22-06-2020,ASIA,Retail,C3,Existing,241424,10987703
22-06-2020,AFRICA,Retail,C3,Existing,281453,14368969
22-06-2020,CANADA,Retail,C4,New,12389,413211
22-06-2020,OCEANIA,Retail,F3,Existing,544041,29671173
22-06-2020,AFRICA,Shopify,C3,Existing,2455,478130
22-06-2020,CANADA,Shopify,C4,New,19,2127
22-06-2020,USA,Shopify,F2,Existing,1897,372372
22-06-2020,EUROPE,Shopify,null,Guest,305,69866
22-06-2020,OCEANIA,Shopify,C1,New,408,49144
22-06-2020,SOUTH AMERICA,Retail,null,New,1227,42537
22-06-2020,USA,Retail,C3,New,44256,1708191
22-06-2020,SOUTH AMERICA,Shopify,C4,Existing,14,3078
22-06-2020,AFRICA,Shopify,F1,New,179,25408
22-06-2020,ASIA,Shopify,C3,New,215,34101
22-06-2020,AFRICA,Retail,F1,Existing,97022,5113755
22-06-2020,AFRICA,Retail,F3,Existing,391007,21756436
22-06-2020,AFRICA,Shopify,C4,New,58,9078
22-06-2020,ASIA,Shopify,C1,New,194,23334
22-06-2020,USA,Retail,F2,New,26076,994049
22-06-2020,SOUTH AMERICA,Shopify,null,New,43,7833
22-06-2020,AFRICA,Shopify,F1,Existing,2545,451853
22-06-2020,EUROPE,Retail,F3,New,1907,82617
22-06-2020,CANADA,Retail,C4,Existing,28810,1458631
22-06-2020,USA,Shopify,C2,New,208,32150
22-06-2020,CANADA,Shopify,C4,Existing,115,21755
22-06-2020,ASIA,Shopify,C1,Existing,1179,182943
22-06-2020,AFRICA,Retail,F2,New,59846,2106565
22-06-2020,EUROPE,Retail,F2,New,1714,80007
22-06-2020,OCEANIA,Retail,C3,Existing,336824,16384433
22-06-2020,EUROPE,Shopify,C3,Existing,167,45714
22-06-2020,ASIA,Retail,C4,New,51300,1483421
22-06-2020,OCEANIA,Retail,F1,Existing,144504,7228205
22-06-2020,EUROPE,Retail,C2,Existing,9910,478704
22-06-2020,OCEANIA,Retail,C4,New,62173,1918461
22-06-2020,EUROPE,Shopify,C4,New,2,754
22-06-2020,ASIA,Retail,F2,New,63648,1981918
22-06-2020,SOUTH AMERICA,Shopify,F3,New,2,431
22-06-2020,ASIA,Retail,null,Existing,28442,1141981
22-06-2020,AFRICA,Shopify,F2,New,239,38451
22-06-2020,OCEANIA,Retail,F3,New,101870,3366573
22-06-2020,AFRICA,Shopify,C1,Existing,1553,240233
22-06-2020,AFRICA,Retail,C2,Existing,109071,4632320
22-06-2020,CANADA,Retail,F1,Existing,24220,1317083
22-06-2020,SOUTH AMERICA,Retail,C3,Existing,1326,66435
22-06-2020,AFRICA,Retail,C4,New,45979,1545187
22-06-2020,OCEANIA,Shopify,C3,New,491,76651
22-06-2020,ASIA,Shopify,C2,New,342,42844
22-06-2020,AFRICA,Shopify,null,New,265,44290
22-06-2020,CANADA,Shopify,null,Existing,85,14489
22-06-2020,EUROPE,Retail,C3,Existing,16043,901347
22-06-2020,EUROPE,Shopify,C1,Existing,106,22195
22-06-2020,ASIA,Retail,null,New,57762,1963911
22-06-2020,EUROPE,Retail,F1,Existing,6840,405250
22-06-2020,ASIA,Shopify,F2,Existing,2669,484192
22-06-2020,SOUTH AMERICA,Retail,C4,Existing,320,16238
22-06-2020,SOUTH AMERICA,Shopify,F1,New,4,899
22-06-2020,USA,Shopify,F1,New,115,16046
22-06-2020,OCEANIA,Shopify,C2,New,623,94301
22-06-2020,USA,Shopify,C1,New,148,18844
22-06-2020,USA,Retail,null,New,20434,905546
22-06-2020,EUROPE,Retail,F3,Existing,19004,1168407
22-06-2020,CANADA,Shopify,null,New,94,14069
22-06-2020,AFRICA,Shopify,C1,New,260,34282
22-06-2020,OCEANIA,Shopify,null,New,468,78307
22-06-2020,ASIA,Shopify,C3,Existing,1792,353139
22-06-2020,AFRICA,Retail,C1,New,87508,2186696
22-06-2020,EUROPE,Retail,C3,New,4432,192435
22-06-2020,EUROPE,Retail,C4,New,1748,76402
22-06-2020,SOUTH AMERICA,Retail,C3,New,872,33711
22-06-2020,EUROPE,Retail,C4,Existing,5690,312863
22-06-2020,USA,Shopify,null,Guest,2314,432988
22-06-2020,USA,Shopify,F3,Existing,891,181025
22-06-2020,ASIA,Retail,F1,Existing,93417,4506459
22-06-2020,ASIA,Retail,C1,New,115086,2559918
22-06-2020,CANADA,Retail,null,Existing,6612,302353
22-06-2020,CANADA,Retail,null,New,13109,523748
22-06-2020,USA,Retail,F1,Existing,39874,2404405
22-06-2020,OCEANIA,Retail,C2,Existing,163333,6470053
22-06-2020,USA,Retail,C4,New,18443,664875
22-06-2020,OCEANIA,Retail,null,New,72274,2561107
22-06-2020,EUROPE,Shopify,null,New,11,2741
22-06-2020,EUROPE,Shopify,null,Existing,27,7501
22-06-2020,AFRICA,Retail,F3,New,64831,2304334
22-06-2020,CANADA,Shopify,F1,New,57,8576
22-06-2020,SOUTH AMERICA,Shopify,null,Existing,3,576
22-06-2020,USA,Retail,C1,New,33176,932002
22-06-2020,CANADA,Retail,C1,New,28055,737519
22-06-2020,SOUTH AMERICA,Retail,F2,Existing,1101,53543
22-06-2020,SOUTH AMERICA,Shopify,C1,Existing,70,11801
22-06-2020,OCEANIA,Shopify,C4,Existing,709,130060
22-06-2020,CANADA,Shopify,C3,New,95,13971
22-06-2020,USA,Retail,C1,Existing,55440,2332011
22-06-2020,USA,Shopify,null,New,135,22425
22-06-2020,ASIA,Shopify,C4,Existing,276,47185
15-06-2020,AFRICA,Retail,F2,Existing,277428,14539790
15-06-2020,SOUTH AMERICA,Retail,null,New,1202,44710
15-06-2020,OCEANIA,Retail,C2,New,104319,2705612
15-06-2020,EUROPE,Retail,C1,Existing,14802,635075
15-06-2020,AFRICA,Retail,C4,Existing,117377,5926732
15-06-2020,CANADA,Shopify,null,Guest,1548,248890
15-06-2020,EUROPE,Shopify,C1,Existing,96,20722
15-06-2020,ASIA,Shopify,null,Existing,330,51674
15-06-2020,AFRICA,Retail,C1,New,93197,2237137
15-06-2020,OCEANIA,Shopify,F3,Existing,3927,767218
15-06-2020,ASIA,Shopify,F3,New,108,14229
15-06-2020,SOUTH AMERICA,Shopify,F1,New,6,1165
15-06-2020,EUROPE,Retail,F2,New,1582,67936
15-06-2020,ASIA,Retail,F3,New,81202,2452340
15-06-2020,AFRICA,Retail,C2,New,55469,1639588
15-06-2020,EUROPE,Shopify,null,New,11,2557
15-06-2020,SOUTH AMERICA,Retail,F3,Existing,1303,60814
15-06-2020,USA,Shopify,C3,New,174,25492
15-06-2020,ASIA,Retail,F1,New,29299,904245
15-06-2020,USA,Retail,null,Existing,10369,510043
15-06-2020,ASIA,Retail,C3,New,112472,3345407
15-06-2020,AFRICA,Shopify,null,Existing,246,46911
15-06-2020,USA,Retail,C4,Existing,40371,2157457
15-06-2020,AFRICA,Shopify,F3,Existing,2318,450601
15-06-2020,EUROPE,Retail,C2,New,2753,95325
15-06-2020,OCEANIA,Shopify,C3,New,552,84403
15-06-2020,AFRICA,Retail,C3,New,107534,3678695
15-06-2020,USA,Shopify,F1,Existing,1479,257281
15-06-2020,OCEANIA,Shopify,C2,Existing,4529,823955
15-06-2020,CANADA,Shopify,F1,New,52,6682
15-06-2020,USA,Retail,C3,New,43796,1621104
15-06-2020,CANADA,Shopify,F3,Existing,650,124959
15-06-2020,ASIA,Shopify,C3,New,281,41141
15-06-2020,CANADA,Retail,C2,New,14717,442936
15-06-2020,SOUTH AMERICA,Shopify,C2,Existing,149,28213
15-06-2020,CANADA,Retail,null,Guest,391515,10901782
15-06-2020,ASIA,Shopify,F1,New,185,25053
15-06-2020,USA,Shopify,F3,Existing,952,193527
15-06-2020,SOUTH AMERICA,Retail,C3,New,928,33251
15-06-2020,ASIA,Shopify,C3,Existing,2083,399445
15-06-2020,ASIA,Retail,C2,New,82878,2121690
15-06-2020,USA,Shopify,C2,Existing,1348,252715
15-06-2020,AFRICA,Shopify,C2,Existing,2472,448800
15-06-2020,ASIA,Retail,F2,New,64435,1953045
15-06-2020,SOUTH AMERICA,Retail,F1,New,287,10587
15-06-2020,AFRICA,Shopify,F3,New,92,14804
15-06-2020,OCEANIA,Shopify,F1,Existing,4434,790527
15-06-2020,SOUTH AMERICA,Retail,F1,Existing,762,30970
15-06-2020,AFRICA,Retail,null,New,50497,1950791
15-06-2020,AFRICA,Shopify,F1,New,175,23499
15-06-2020,OCEANIA,Retail,C3,New,141990,4428285
15-06-2020,ASIA,Retail,C4,Existing,109483,4862733
15-06-2020,EUROPE,Retail,null,New,2882,127110
15-06-2020,ASIA,Shopify,C2,Existing,2275,391003
15-06-2020,EUROPE,Shopify,C2,Existing,153,42430
15-06-2020,OCEANIA,Retail,null,Existing,35700,1429940
15-06-2020,SOUTH AMERICA,Retail,C4,New,243,9239
15-06-2020,OCEANIA,Retail,null,Guest,2422058,62047946
15-06-2020,USA,Shopify,F1,New,112,14365
15-06-2020,OCEANIA,Shopify,null,Guest,10272,1809951
15-06-2020,CANADA,Shopify,F2,New,77,11200
15-06-2020,EUROPE,Shopify,C4,Existing,23,5571
15-06-2020,CANADA,Retail,C3,New,27974,964025
15-06-2020,OCEANIA,Retail,C4,Existing,152243,7382258
15-06-2020,USA,Shopify,C3,Existing,1437,284998
15-06-2020,SOUTH AMERICA,Shopify,C3,Existing,113,23567
15-06-2020,CANADA,Retail,C3,Existing,62207,3184836
15-06-2020,OCEANIA,Shopify,F2,New,393,59239
15-06-2020,SOUTH AMERICA,Shopify,C1,New,15,1758
15-06-2020,ASIA,Retail,C1,Existing,183947,6005890
15-06-2020,USA,Retail,null,New,20024,831388
15-06-2020,ASIA,Shopify,null,Guest,5349,916756
15-06-2020,SOUTH AMERICA,Shopify,F3,Existing,32,7597
15-06-2020,SOUTH AMERICA,Retail,C2,Existing,1085,42430
15-06-2020,OCEANIA,Retail,F3,New,101091,3257637
15-06-2020,EUROPE,Shopify,F3,New,3,476
15-06-2020,EUROPE,Retail,C1,New,4480,131388
15-06-2020,OCEANIA,Shopify,F3,New,186,27348
15-06-2020,USA,Shopify,C4,New,26,3872
15-06-2020,USA,Retail,F2,Existing,97289,5479834
15-06-2020,AFRICA,Retail,null,Guest,1540590,43229728
15-06-2020,CANADA,Shopify,F1,Existing,833,132314
15-06-2020,CANADA,Retail,F2,Existing,62694,3347958
15-06-2020,USA,Retail,F3,Existing,143079,8481716
15-06-2020,ASIA,Shopify,F2,Existing,2910,517443
15-06-2020,AFRICA,Shopify,F1,Existing,2504,436474
15-06-2020,ASIA,Retail,null,Guest,1895517,47220249
15-06-2020,SOUTH AMERICA,Retail,F3,New,254,9410
15-06-2020,USA,Retail,C4,New,17713,618571
15-06-2020,OCEANIA,Retail,C1,Existing,255945,8980880
15-06-2020,SOUTH AMERICA,Shopify,C3,New,23,3390
15-06-2020,EUROPE,Shopify,C4,New,1,128
15-06-2020,OCEANIA,Shopify,C3,Existing,4646,911383
15-06-2020,SOUTH AMERICA,Retail,C3,Existing,1329,61254
15-06-2020,ASIA,Retail,null,Existing,26906,1057183
15-06-2020,AFRICA,Shopify,F2,New,250,40598
15-06-2020,AFRICA,Retail,F1,Existing,101169,5208820
15-06-2020,CANADA,Shopify,C2,New,93,10826
15-06-2020,CANADA,Retail,F1,Existing,25221,1320547
15-06-2020,AFRICA,Shopify,null,Guest,5213,887638
15-06-2020,CANADA,Retail,F1,New,6501,230400
15-06-2020,SOUTH AMERICA,Retail,null,Existing,190,6871
15-06-2020,SOUTH AMERICA,Shopify,F1,Existing,67,15260
15-06-2020,SOUTH AMERICA,Retail,F2,New,360,13707
15-06-2020,OCEANIA,Retail,F1,Existing,149591,7218539
15-06-2020,ASIA,Retail,C4,New,49406,1369744
15-06-2020,SOUTH AMERICA,Retail,C1,New,2593,51926
15-06-2020,EUROPE,Retail,C2,Existing,9914,472102
15-06-2020,OCEANIA,Retail,C4,New,60340,1818377
15-06-2020,SOUTH AMERICA,Shopify,F3,New,3,790
15-06-2020,USA,Shopify,C2,New,222,36422
15-06-2020,EUROPE,Retail,F3,Existing,19074,1141610
15-06-2020,AFRICA,Shopify,C1,Existing,1595,253754
15-06-2020,USA,Shopify,null,Guest,2371,430301
15-06-2020,SOUTH AMERICA,Shopify,null,Guest,1988,370974
15-06-2020,EUROPE,Retail,F3,New,1805,72511
15-06-2020,USA,Shopify,F2,New,128,18519
15-06-2020,EUROPE,Shopify,null,Existing,24,5171
15-06-2020,EUROPE,Shopify,C2,New,13,2779
15-06-2020,EUROPE,Retail,F2,Existing,14659,843006
15-06-2020,USA,Retail,F3,New,26509,966668
15-06-2020,EUROPE,Retail,C3,New,4280,180831
15-06-2020,AFRICA,Retail,C4,New,45216,1472729
15-06-2020,CANADA,Shopify,C1,Existing,559,84924
15-06-2020,EUROPE,Retail,F1,Existing,6969,397784
15-06-2020,ASIA,Shopify,C4,Existing,284,51008
15-06-2020,EUROPE,Shopify,F2,New,7,1898
15-06-2020,CANADA,Retail,F2,New,17209,602560
15-06-2020,CANADA,Shopify,C1,New,88,11677
15-06-2020,CANADA,Retail,F3,Existing,93666,5258162
15-06-2020,OCEANIA,Shopify,null,Existing,473,90531
15-06-2020,CANADA,Retail,C2,Existing,23254,998912
15-06-2020,AFRICA,Retail,F3,Existing,401084,22049538
15-06-2020,SOUTH AMERICA,Shopify,F2,Existing,35,6939
15-06-2020,SOUTH AMERICA,Shopify,C2,New,36,5013
15-06-2020,CANADA,Shopify,F3,New,36,4809
15-06-2020,AFRICA,Retail,F3,New,64869,2228845
15-06-2020,CANADA,Retail,F3,New,18329,633937
15-06-2020,SOUTH AMERICA,Retail,C2,New,946,28183
15-06-2020,OCEANIA,Retail,C3,Existing,338230,16169413
15-06-2020,EUROPE,Shopify,C3,Existing,175,48157
15-06-2020,CANADA,Retail,C1,New,29316,743495
15-06-2020,USA,Retail,F1,Existing,41195,2271599
15-06-2020,OCEANIA,Shopify,C4,New,96,13121
15-06-2020,EUROPE,Shopify,F3,Existing,111,29076
15-06-2020,USA,Retail,F1,New,11261,419270
15-06-2020,OCEANIA,Retail,C2,Existing,167971,6386456
15-06-2020,USA,Retail,C3,Existing,103537,5715215
15-06-2020,USA,Shopify,F2,Existing,1952,374439
15-06-2020,OCEANIA,Shopify,C1,New,426,54838
15-06-2020,AFRICA,Retail,C1,Existing,182758,6632494
15-06-2020,OCEANIA,Shopify,C4,Existing,701,123800
15-06-2020,AFRICA,Shopify,C3,New,293,44100
15-06-2020,CANADA,Retail,null,Existing,5923,270900
15-06-2020,AFRICA,Shopify,C1,New,269,31113
15-06-2020,AFRICA,Shopify,null,New,244,39207
15-06-2020,ASIA,Retail,F2,Existing,222322,10618154
15-06-2020,ASIA,Retail,F3,Existing,398607,19689338
15-06-2020,CANADA,Shopify,C3,Existing,882,156815
15-06-2020,OCEANIA,Retail,F1,New,38525,1231095
15-06-2020,OCEANIA,Retail,F2,New,83525,2705265
15-06-2020,OCEANIA,Shopify,null,New,422,70661
15-06-2020,CANADA,Retail,C4,Existing,28884,1450993
15-06-2020,EUROPE,Shopify,null,Guest,324,68630
15-06-2020,ASIA,Retail,F1,Existing,97795,4562224
15-06-2020,AFRICA,Shopify,F2,Existing,4621,848913
15-06-2020,AFRICA,Retail,C2,Existing,112258,4688349
15-06-2020,USA,Retail,C2,Existing,42997,2056066
15-06-2020,OCEANIA,Retail,F3,Existing,551606,29523039
15-06-2020,ASIA,Shopify,C1,Existing,1243,191985
15-06-2020,USA,Retail,C1,New,35089,912355
15-06-2020,AFRICA,Retail,null,Existing,27271,1180732
15-06-2020,SOUTH AMERICA,Retail,null,Guest,405863,16236059
15-06-2020,ASIA,Shopify,F1,Existing,2135,351768
15-06-2020,EUROPE,Retail,F1,New,955,37673
15-06-2020,EUROPE,Retail,C4,Existing,5630,311333
15-06-2020,ASIA,Retail,null,New,56062,1875470
15-06-2020,USA,Shopify,null,Existing,119,20388
15-06-2020,ASIA,Retail,C3,Existing,243380,10930060
15-06-2020,ASIA,Shopify,C4,New,52,7556
15-06-2020,SOUTH AMERICA,Shopify,F2,New,8,1063
15-06-2020,USA,Shopify,F3,New,42,5577
15-06-2020,AFRICA,Retail,F2,New,60590,2047246
15-06-2020,ASIA,Retail,C1,New,120867,2525949
15-06-2020,ASIA,Shopify,C1,New,235,28013
15-06-2020,EUROPE,Retail,null,Guest,99125,3357990
15-06-2020,USA,Retail,C2,New,25526,835631
15-06-2020,OCEANIA,Retail,C1,New,161308,3524902
15-06-2020,EUROPE,Shopify,C1,New,12,3015
15-06-2020,USA,Shopify,C1,New,134,15631
15-06-2020,USA,Retail,F2,New,26147,918809
15-06-2020,SOUTH AMERICA,Retail,C1,Existing,3149,92281
15-06-2020,USA,Retail,C1,Existing,57521,2349815
15-06-2020,CANADA,Shopify,null,New,85,13243
15-06-2020,AFRICA,Shopify,C4,New,49,7276
15-06-2020,EUROPE,Shopify,F1,New,3,392
15-06-2020,OCEANIA,Shopify,C1,Existing,2723,459425
15-06-2020,EUROPE,Shopify,F2,Existing,225,48158
15-06-2020,USA,Shopify,null,New,138,25010
15-06-2020,CANADA,Shopify,C3,New,92,12586
15-06-2020,CANADA,Shopify,C4,New,21,2133
15-06-2020,CANADA,Shopify,C4,Existing,100,18251
15-06-2020,AFRICA,Shopify,C3,Existing,2655,515146
15-06-2020,CANADA,Shopify,C2,Existing,706,117577
15-06-2020,SOUTH AMERICA,Retail,F2,Existing,1170,54929
15-06-2020,ASIA,Shopify,F3,Existing,1801,338845
15-06-2020,OCEANIA,Shopify,F1,New,337,46635
15-06-2020,AFRICA,Retail,F1,New,21805,758373
15-06-2020,CANADA,Shopify,F2,Existing,1390,246381
15-06-2020,CANADA,Retail,C4,New,12708,419312
15-06-2020,SOUTH AMERICA,Shopify,C4,Existing,5,985
15-06-2020,SOUTH AMERICA,Retail,C4,Existing,337,16938
15-06-2020,CANADA,Shopify,null,Existing,73,11629
15-06-2020,USA,Retail,null,Guest,533811,16155861
15-06-2020,ASIA,Shopify,F2,New,198,25136
15-06-2020,EUROPE,Retail,null,Existing,2336,105906
15-06-2020,AFRICA,Retail,C3,Existing,283673,14239196
15-06-2020,EUROPE,Retail,C3,Existing,15901,873933
15-06-2020,SOUTH AMERICA,Shopify,null,New,36,6695
15-06-2020,USA,Shopify,C4,Existing,168,29129
15-06-2020,OCEANIA,Shopify,C2,New,687,94800
15-06-2020,OCEANIA,Shopify,F2,Existing,6652,1265072
15-06-2020,OCEANIA,Retail,F2,Existing,349468,17864348
15-06-2020,EUROPE,Shopify,C3,New,17,2631
15-06-2020,ASIA,Retail,C2,Existing,128984,4819853
15-06-2020,AFRICA,Shopify,C2,New,348,50466
15-06-2020,CANADA,Retail,C1,Existing,56305,2302590
15-06-2020,ASIA,Shopify,C2,New,416,52833
15-06-2020,CANADA,Retail,null,New,13086,506992
15-06-2020,SOUTH AMERICA,Shopify,null,Existing,1,372
15-06-2020,ASIA,Shopify,null,New,270,41797
15-06-2020,EUROPE,Shopify,F1,Existing,130,27009
15-06-2020,OCEANIA,Retail,null,New,70677,2445234
15-06-2020,EUROPE,Retail,C4,New,1686,68273
15-06-2020,USA,Shopify,C1,Existing,732,129019
15-06-2020,SOUTH AMERICA,Shopify,C1,Existing,62,11228
15-06-2020,SOUTH AMERICA,Shopify,C4,New,4,892
15-06-2020,AFRICA,Shopify,C4,Existing,397,74507
08-06-2020,USA,Retail,C2,New,25604,878499
08-06-2020,ASIA,Shopify,C2,Existing,2142,366972
08-06-2020,SOUTH AMERICA,Retail,C3,New,889,33883
08-06-2020,USA,Retail,C3,Existing,103750,5881428
08-06-2020,OCEANIA,Shopify,C3,Existing,4290,834439
08-06-2020,ASIA,Shopify,F1,Existing,1993,327609
08-06-2020,EUROPE,Retail,F1,New,912,35489
08-06-2020,AFRICA,Retail,F1,New,21782,785280
08-06-2020,ASIA,Retail,F2,New,65649,2046197
08-06-2020,SOUTH AMERICA,Shopify,F2,New,9,1557
08-06-2020,USA,Shopify,F3,Existing,950,190269
08-06-2020,EUROPE,Shopify,C3,New,8,1118
08-06-2020,OCEANIA,Retail,null,Guest,2404090,64813872
08-06-2020,ASIA,Retail,C2,Existing,129314,4938723
08-06-2020,USA,Shopify,null,Guest,2323,417022
08-06-2020,ASIA,Shopify,C4,New,49,6317
08-06-2020,AFRICA,Retail,null,Existing,35706,1551395
08-06-2020,OCEANIA,Shopify,F1,Existing,4221,748869
08-06-2020,SOUTH AMERICA,Retail,null,Guest,405807,16561681
08-06-2020,OCEANIA,Retail,F1,New,38393,1336364
08-06-2020,CANADA,Shopify,C3,Existing,876,149499
08-06-2020,EUROPE,Shopify,C2,Existing,156,42491
08-06-2020,SOUTH AMERICA,Retail,F1,Existing,758,32940
08-06-2020,OCEANIA,Retail,null,Existing,46781,1918385
08-06-2020,EUROPE,Retail,C4,Existing,5349,288376
08-06-2020,AFRICA,Retail,null,Guest,1551962,44405056
08-06-2020,USA,Shopify,F2,Existing,1875,356843
08-06-2020,CANADA,Retail,C3,Existing,62229,3181265
08-06-2020,EUROPE,Retail,C2,New,2721,94875
08-06-2020,OCEANIA,Shopify,C3,New,529,79140
08-06-2020,CANADA,Shopify,F2,Existing,1300,233196
08-06-2020,EUROPE,Retail,null,Guest,100328,3458643
08-06-2020,AFRICA,Shopify,F1,Existing,2382,417642
08-06-2020,ASIA,Shopify,C3,Existing,1953,378902
08-06-2020,USA,Retail,C3,New,44313,1663363
08-06-2020,OCEANIA,Shopify,F2,New,400,59325
08-06-2020,OCEANIA,Retail,F3,Existing,548091,29908857
08-06-2020,ASIA,Retail,null,Existing,35301,1418827
08-06-2020,AFRICA,Shopify,F2,New,216,32435
08-06-2020,SOUTH AMERICA,Shopify,null,Guest,1763,329792
08-06-2020,SOUTH AMERICA,Retail,C3,Existing,1323,61169
08-06-2020,AFRICA,Shopify,C2,Existing,2263,410734
08-06-2020,SOUTH AMERICA,Retail,F1,New,249,9334
08-06-2020,SOUTH AMERICA,Retail,F2,New,375,13606
08-06-2020,EUROPE,Retail,null,Existing,2884,131870
08-06-2020,SOUTH AMERICA,Retail,F2,Existing,1051,48703
08-06-2020,AFRICA,Shopify,C3,Existing,2533,484756
08-06-2020,EUROPE,Shopify,null,New,9,2255
08-06-2020,CANADA,Retail,null,Guest,392600,11111783
08-06-2020,EUROPE,Shopify,null,Existing,24,3988
08-06-2020,AFRICA,Retail,F3,New,64139,2240286
08-06-2020,SOUTH AMERICA,Retail,C1,New,2300,47221
08-06-2020,ASIA,Shopify,null,New,299,43163
